ck_id,lat,lng,additional_notes,base_area,base_perimeter,base_shape,birthID,bolted_to_ground,condition_notes,depth,faucet_design,faucet_height_cm,faucet_length_cm,flow_rate,format,height,height_cm,high_traffic_area,material,number_of_drains,old_code,original_paint_remaining_pct,owner,parish,raised_drain,risk_factor_algae_pct,risk_factor_graffiti_pct,risk_factor_grime,risk_factor_missing_pieces,risk_factor_overall_damage_pct,risk_factor_rust_percent,risk_factor_surface_damage_percent,running,service_panel,sestiere_or_island,street,street_address,subtype,surface_area_sq_cm,totalDonated,type,visibility,width,width_cm,wiki_friendly_title
7e6fcaf6-9c7c-5d1e-61f1-152c3bda597f,45.434224,12.3255869,,1256,126,circle,DD3261F,FALSE,,8,spout,77,20,0,JPEG,3264,151,FALSE,metal,1,11,1,City of Venice,Carmini,FALSE,0,0,low,none,24,0,1,TRUE,TRUE,Dorsoduro,Calle de la Madona,DD3261,type C,12139,0,fountain,high,2448,unknown,Fountain - DD3261F_2014
8310b2dc-2696-c9a9-e73b-b4d4eab58985,45.486709,12.419411,Spout cap screwed. Used as plants pole,71.61972439,30,Circle,BN675F,FALSE,,8,spout,80,0,0,JPEG,3264,110,,metal,1,,,City of Venice,,,0,0,50,50,,100,20,,TRUE,Burano,F.ta Mandracchio S.M. dx civ.787,BN675,Type G_Tubo,3371.619724,,,low,1840,,Fountain - BN675_2014
83e83cfd-8700-12c7-a0a6-707ef6567be6,45.45748,12.351335,,602.3218821,87,Circle,MU1F,TRUE,,8,lion spout,94,0,4.2,JPEG,3264,140,,metal,1,,,City of Venice,,,30,0,50,0,,20,5,,TRUE,Murano,Fondamenta Sebasiano Venier,MU1,Type B_Puglia,12782.32188,,,high,2448,,Fountain - MU1F_2014
86baceb8-4820-f69f-8629-1f77340b6762,45.43322882,12.35079296,,3234,238,square with rounded corners,CS2157F,TRUE,,8,lion,80,8,2.1,JPEG,3264,150,FALSE,stone,1,91,1,City of Venice,S. Martin,TRUE,30,5,medium,none,2,10,15,TRUE,TRUE,Castello,Campo de la Tana,CS2157,type B,14054,0,fountain,medium,2448,59.5,Fountain - CS2157F_2014
88a924c9-e9f7-1c40-e3de-a5296c4e0af4,45.43485164,12.31991503,,770,114,rectangle,DD2509F,FALSE,,8,lion,90,7,2.9,JPEG,3264,98,TRUE,metal,1,35,15,VESTA,Anzolo Rafael,FALSE,70,15,medium,some,38,30,10,TRUE,FALSE,Dorsoduro,Fondamenta dei Cereri,DD2509,type E,8112,0,fountain,high,2448,28.5,Fountain - DD2509F_2014
88ad2f55-ba20-c6c5-79da-2e5beea05580,45.43733318,12.34872549,there's a 'push' button,601,82,octagon,CS3060F,FALSE,,8,spout,67,19,6.6,JPEG,3264,87,FALSE,metal,1,85,0,City of Venice,S. Francesco de la Vigna,FALSE,15,0,medium,none,25,10,10,TRUE,TRUE,Castello,Campo S. Ternita,CS3060,type D,6359,0,fountain,high,2448,26.8,Fountain - CS3060F_2014
88e7fe43-b873-f95d-c6b4-ddf2c0a66863,45.43615142,12.34860468,,601,82,octagon,CS2612F,FALSE,,8,spout,81,20,0,JPEG,3264,93,FALSE,stone,1,88,0,City of Venice,unknown,FALSE,0,0,none,none,8,3,5,TRUE,TRUE,Castello,Campo dei Do Pozzi,CS2612,type D,6359,0,fountain,high,2448,26.8,Fountain - CS2612F_2014
89caa6f5-e12e-83b2-806f-adedad2b5a53,45.435933,12.338454,,0,0,Circle,SM594F,FALSE,,8,spout,54,20,5.6,JPEG,3264,57,,metal,0,,,City of Venice,,,0,0,10,50,,50,10,,FALSE,San Marco,Campiello S. Zulian,SM594,well_Pozzo,420,,,medium,2448,,Fountain - SM594F_2014
89f5672d-c94a-d62e-d324-cc64650e783f,45.43476422,12.34559204,Lid missing and covered with plastic bag. Drain filled with dirt.,3234,238,square with rounded corners,CS3637F,FALSE,lid missing,8,lion,80,8,0,JPEG,3264,125,TRUE,metal,1,79,5,City of Venice,S. Giovanni in Bragora,TRUE,0,0,low,some,13,95,20,FALSE,TRUE,Castello,Campiello Drio la Pieta',CS3637,type B,14054,0,fountain,medium,2448,59.5,Fountain - CS3637F_2014
8aa46d7b-d2fe-3b42-bc68-74fda68bb1e9,45.4453418,12.33288076,basin filled with concrete; missing top,3234,238,square with rounded corners,CN3401F,TRUE,basin filled with concrete; missing top,8,lion,80,8,0,JPEG,3264,124,FALSE,metal,1,63,0,VESTA,unknown,TRUE,5,0,Low,Many,2,90,0,FALSE,FALSE,Cannaregio,Corte Tintoretto,CN3401,type B,14054,0,fountain,low,2448,59.5,Fountain - CN3401F_2014
8b317071-5cd9-5a2d-26e1-537d186803a8,45.42449426,12.32795693,,3234,238,square with rounded corners,DD381F,FALSE,,8,lion,80,8,0,JPEG,3264,140,FALSE,metal,1,54,85,City of Venice,unknown,TRUE,0,0,medium,Many,32,40,50,FALSE,FALSE,Dorsoduro,Campo de la Sponsa,DD381,type B,14054,0,fountain,medium,2448,59.5,Fountain - DD381F_2014
8d82777c-6636-d013-b648-3c2ea1ea9f1a,45.487106,12.417116,,58.01197676,27,Circle,BN437F,FALSE,,8,faucet,80,28,0,JPEG,3264,100,,metal,1,,,City of Venice,,,0,0,50,50,,50,16,,TRUE,Burano,Calle dei Babbuini,BN437,Type G_Tubo,3038.011977,,,medium,1840,,Fountain - BN437F_2014
8ef737ea-29e1-9410-0a65-3e22017882a8,45.432244,12.329358,,0,0,Circle,SM2860F,FALSE,,8,spout,54,20,2.9,JPEG,3264,57,,metal,0,,,City of Venice,,,0,0,10,50,,50,10,,FALSE,San Marco,Campo S. Vidal,SM2860,well_Pozzo,420,,,High,2448,,Fountain - SM2860F_2014
8f25a358-6731-e9fe-1b87-fe6221ae52c0,45.44394253,12.32347041,Missing top and spout,601,82,other,CN421F,FALSE,missing top and spout,8,spout,52,18,0,JPEG,3264,67,FALSE,metal,1,67,75,City of Venice,unknown,TRUE,0,0,low,Some,13,50,1,FALSE,TRUE,Cannaregio,Rugo Do Pozzi,CN421,well,4135,1110,fountain,medium,2448,unknown,Fountain - CN421F_2014
8f851c01-75ea-ae40-7ff0-c910e812db0c,45.486777,12.405945,,289,68,Square,BN24F,FALSE,,8,spout,70,11,0,JPEG,3264,110,,metal,1,,,City of Venice,,,0,0,50,0,,50,15,,TRUE,Burano,Fondamenta Mazzorbo,BN24,Type H_Neri,7923,,,low,1840,,Fountain - BN24F_2014
91d1e8b4-5d75-664b-8ff0-9544e2d1c4de,45.429989,12.331161,,0,0,Circle,DD484F,FALSE,,8,spout,46,23,0,JPEG,3264,59,,metal,0,,,City of Venice,,,0,0,0,50,,50,5,,FALSE,Dorsoduro,Corte del sabion,DD484,well_Pozzo,483,,,Low,2448,,Fountain - DD484F_2014
928edc7b-872b-1322-a9cc-c2eb31b0af40,45.43945081,12.32616309,,601,82,octagon,SC1012F,FALSE,,8,spout,61,18,0,JPEG,3264,88,FALSE,metal,1,28,1,City of Venice,unknown,FALSE,0,0,Low,None,27,3,1,FALSE,TRUE,Santa Croce,Campo de le Strope,SC1012,type D,6359,0,fountain,medium,2448,26.8,Fountain - SC1012F_2014
943415c6-a7da-c1a9-9acb-3a819404c1d0,45.43538444,12.33236984,,601,82,octagon,SM3958F,FALSE,,8,spout,60,18,0,JPEG,3264,90,FALSE,metal,1,47,0,City of Venice,S. Luca,FALSE,0,0,low,some,29,5,5,FALSE,TRUE,San Marco,Campo S. Beneto,SM3958,type D,6359,0,fountain,medium,2448,26.8,Fountain - SM3958F_2014
97b60215-ccc3-4e5c-0bdd-9c85a269aa2d,45.44538229,12.32683145,,20250,180,square,CN2875F,TRUE,,8,spout,69,17,1.8,JPEG,3264,130,TRUE,metal,4,70,5,City of Venice,S. Marcuola,FALSE,10,2,medium,none,12,1,5,TRUE,TRUE,Cannaregio,Campo del Gheto Novo,CN2875,type A,12544,0,fountain,high,2448,45,Fountain - CN2875F_2014
97f9741c-b5d7-0c53-2fb1-e772ac1a4ed8,45.43948767,12.32983718,,3234,238,square with rounded corners,SC2126,FALSE,buried under Insula equipment,,lion,0,0,0,,,unknown,FALSE,metal,1,23,0,VESTA,unknown,FALSE,0,0,medium,some,16,80,10,FALSE,FALSE,Santa Croce,Corte Rota,SC2126,type B,14054,0,fountain,unknown,,59.5,Fountain - SC0F_2014
98aa503b-c55a-7ebe-9fef-35908fe020fc,45.4294874,12.35597183,spout with two holes.,961,124,square,CS0F,FALSE,in a playground; very close to CS00F.,8,spout,138,13,10,JPEG,3264,130,TRUE,metal,1,103,0,City of Venice,unknown,FALSE,30,0,medium,none,31,0,2,TRUE,TRUE,Castello,Viale Trento,unknown,other,16120,0,fountain,medium,2448,31,Fountain - CS0F_2014
9a047489-b33d-d245-68f5-511f7232d3cd,45.43229193,12.35452925,,3234,238,square with rounded corners,CS1808F,TRUE,,8,lion,80,8,8.3,JPEG,3264,150,TRUE,metal,1,95,5,City of Venice,S. Francesco de Paula,TRUE,35,5,medium,none,26,15,20,TRUE,TRUE,Castello,Via Garibaldi,CS1808,type B,14054,0,fountain,high,2448,59.5,Fountain - CS1808F_2014
9c9957a9-0bb3-1108-84a8-f4df565039be,45.445518,12.3321,dip at drainage,0,0,Circle,CN3384F,FALSE,,8,spout,54,21,0,JPEG,3264,68,,metal,0,,,City of Venice,,,0,0,1,0,,50,0,,FALSE,Cannaregio,campo Dei mori,CN3384,Well_Pozzo,441,,,high,2448,,Fountain - CN3384_2014
9fdfd3d0-0f5b-b560-3379-65e42e21f436,45.43936398,12.32262706,spout broken,1256,126,circle,SC595F,TRUE,spout broken,8,spout,82,9,0,JPEG,3264,155,FALSE,metal,1,30,10,VESTA,unknown,FALSE,0,0,None,some,9,5,1,FALSE,FALSE,Santa Croce,Calle dei Bergamaschi,SC595,type C,12139,0,fountain,Low,2448,unknown,Fountain - SC595F_2014
a5465927-263a-6173-5bee-af1385744002,45.43642358,12.32577003,,601,82,octagon,SP3137F,FALSE,,8,spout,61,18,1.8,JPEG,3264,88,TRUE,metal,1,12,3,City of Venice,Frari,FALSE,40,0,medium,none,14,20,1,TRUE,TRUE,San Polo,Campiello S. Rocco,SP3137,type D,6359,0,fountain,medium,2448,26.8,Fountain - SP3137F_2014
a5b76a67-0fd9-4284-b114-a0e4aaaf5d75,45.44442067,12.32221881,Top was covered with metal sheet. Drain filled with dirt and plants. Spout was plugged up.,3234,238,square with rounded corners,CN529F,TRUE,drain is a flower pot (filled with soil),8,lion,80,8,0,JPEG,3264,142,FALSE,metal,1,68,95,VESTA,unknown,TRUE,0,0,low,some,11,1,5,FALSE,FALSE,Cannaregio,Corte Cendon,CN529,type B,14054,0,fountain,low,2448,59.5,Fountain - CN529F_2014
a700fe43-c0bb-384d-741c-9b8551174cab,45.453901,12.351769,,602.3218821,87,Circle,MU2F,FALSE,,8,lion spout,97,0,5.6,JPEG,3264,138,,metal,1,,,City of Venice,,,30,0,50,50,,15,4,,TRUE,Murano,Campiello de la Pescheria,MU2,Type B_Puglia,12608.32188,,,high,2448,,Fountain - MU2F_2014
ab971fd7-a797-55a4-d293-c4b9576c4e87,45.43335374,12.32905834,,3234,238,square with rounded corners,SM3089F,FALSE,,8,lion,80,8,0,JPEG,3264,140,FALSE,metal,1,43,0,VESTA,S. Stefano,TRUE,0,5,medium,some,18,90,4,FALSE,FALSE,San Marco,Corte de la Vida,SM3089,type B,14054,0,fountain,medium,2448,59.5,Fountain - SM3089F_2014
ad1bdd50-27ff-2675-8f47-05165adf0738,45.497866,12.417784,,3167510.063,7119,Square,TL29F,FALSE,,8,spout,82,20,0,JPEG,3264,97,,stone,1,,,City of Venice,,,30,0,50,0,,0,20,,TRUE,Torcello,Fronte Locanda Cipriani,TL29,Other,3858453.063,,,high,1840,,Fountain - TL29F_2014
aec0bd6d-62e9-6a3b-e290-d71981129ce9,45.42578923,12.32564759,Dysfunctional extended spout.,3234,238,square with rounded corners,DD476F,TRUE,,8,lion,80,8,0,JPEG,3264,140,FALSE,metal,1,55,5,City of Venice,unknown,TRUE,45,0,medium,some,24,5,25,FALSE,TRUE,Dorsoduro,Campiello del Forno,DD476,type B,14054,0,fountain,medium,2448,59.5,Fountain - DD476F_2014
b023580a-c0c1-b126-b75b-dbd62c65ede1,45.43712713,12.3192182,4:40pm nov 11,770,114,rectangle,SC454F,FALSE,,8,lion,89,6,0,JPEG,3264,98,TRUE,metal,1,31,5,City of Venice,Tolentini,FALSE,0,0,medium,none,21,30,2,TRUE,TRUE,Santa Croce,Campazzo Treponti,SC454,type E,8102,0,fountain,medium,2448,28.5,Fountain - SC454F_2014
b14e9c5d-cebd-ae3a-f1cc-dd967cf905f4,45.427343,12.317235,,85.5625,37,Square,DD01F,FALSE,,8,spout,93,12,0,JPEG,3264,108,,metal,1,,,City of Venice,,,5,0,35,0,,5,0,,FALSE,Dorsoduro,campo Dei lavraneri,DD01,other,4165.5625,,,High,2448,,Fountain - DD01F_2014
b2dfe312-aef1-5006-36b5-15caa7d97b3c,45.44143342,12.33395113,,20250,180,square,CN3821F,TRUE,,8,spout,74,20,1.6,JPEG,3264,132,TRUE,metal,1,61,5,City of Venice,S. Felice,FALSE,20,20,low,None,19,5,5,TRUE,TRUE,Cannaregio,Corte dei Pali gi_ Testori,CN3821,type A,12544,0,fountain,medium,2448,45,"Fountain - CN3821F_2014"
b2e9b474-7310-0285-92ce-6935db297e8f,45.456159,12.352872,,962.8874057,110,Circle,MU21F,TRUE,,8,lion spout,50,0,0,JPEG,3264,98,,metal,1,,,City of Venice,,,0,0,50,0,,20,5,,TRUE,Murano,Corte de la vida,MU21,Other,11742.88741,,,low,2448,,Fountain - MU21F_2014
b33f708e-6254-570f-9d7f-7e85e67a873a,45.436225,12.327667,There's an extended metal spout,644.5775195,90,Circle,SP2841F,FALSE,,8,spout,57,25,14.9,JPEG,3264,91,,metal,1,,,City of Venice,,,15,0,50,50,,15,5,,TRUE,San polo,campiello scoazzera,SP2841,Type D_Ott. Basso,9209.57752,,,Low,2448,,Fountain - SP2841F_2014
b58b30ed-05c8-3966-8f6b-f1c4a1acc26b,45.43290459,12.35358026,Spout broken. Flooded basin.,615,90,circle,CS1971F,FALSE,spout broken,8,spout,60,5,0,JPEG,3264,80,FALSE,metal,1,96,5,VESTA,unknown,FALSE,0,0,low,some,13,80,20,FALSE,FALSE,Castello,Corte Coltrera,CS1971,type F,unknown,0,fountain,medium,2448,unknown,Fountain - CS1971F_2014
b5b88ae5-7e64-cd2e-e089-2950de26e3b1,45.489127,12.412089,In public park. There's a push button on the right side,1024,128,Square,BN0F,FALSE,,8,lion,104,12,4.2,JPEG,3264,143,,metal,1,,,City of Venice,,,10,0,50,0,,0,10,,TRUE,Marzzorbo,Publico parco,BN0,Type H_Neri,19472,,,medium,2448,,Fountain - BN0F_2014
b60ca866-71e9-d672-7052-ea3be640aff0,45.440238,12.338336,,0,0,Circle,CN5531F,FALSE,,8,Spout,46,22,0,JPEG,3264,62,,metal,0,,,City of Venice,,,10,0,1,50,,60,10,,FALSE,Cannaregio,campo s. Canzian,CN5531,Well_Pozzo,462,,,Medium,1840,,Fountain - CN5531_2014
b6f2d4ba-7640-8a06-131c-040103b0b6ba,45.456261,12.354796,Missing top.,588.5549796,86,Circle,MU33F,TRUE,,8,spout,100,0,4.4,JPEG,3264,125,,metal,1,,,City of Venice,,,50,0,50,50,,20,5,,TRUE,Murano,Fondamenta cavour longa,MU33,Type B_Puglia,11338.55498,,,High,2448,,Fountain - MU33F_2014
b6f331cc-5ffd-7a69-6986-1d4174f68dc0,45.43491074,12.32590878,,601,82,hexagon,DD3861F,FALSE,,8,spout,61,18,6.1,JPEG,3264,88,TRUE,metal,1,38,5,City of Venice,unknown,FALSE,25,5,medium,some,23,15,10,TRUE,TRUE,Dorsoduro,Calle Larga Foscari,DD3861,type D,6359,0,fountain,medium,2448,13.7,Fountain - DD3861F_2014
b7bdc407-578e-a8f2-dc12-aa3623bfc4e6,45.43191618,12.35160195,,3234,238,square with rounded corners,CS1627F,FALSE,,8,lion,80,10,0,JPEG,3264,140,FALSE,metal,1,93,0,City of Venice,unknown,TRUE,0,0,medium,none,32,50,10,TRUE,TRUE,Castello,Calle del Squero,CS1627,type B,14054,0,fountain,low,2448,59.5,Fountain - CS1627F_2014
b7dc4f3c-a65d-ffc2-1f20-661dd70624ab,45.439427,12.333552,,0,0,Circle,SP561F,FALSE,,8,Spout,60.5,22,Unknown,JPEG,3264,65,,metal,0,,,City of Venice,,,0,0,1,50,,20,0,,FALSE,San Polo,campo de le beccarie,SP561,well_Pozzo,418,,,High,2448,,Fountain - SP561F_2014
b8087027-0d63-f165-5b14-dd01557ce015,45.484746,12.415025,Drain and service panel filled. Spout was possibly capped.,103.1324031,36,Circle,BN000F,FALSE,,8,unknown,80,0,0,JPEG,3648,96,,metal,1,,,City of Venice,,,0,0,50,50,,90,5,,FALSE,Burano,Ex Pescheria Giudecca,BN000,Type G_Tubo,3559.132403,,,medium,2736,,Fountain - BN000F_2014
b8162342-6501-b621-63f7-b03d83b68cb0,45.44172405,12.33613502,spout broken.,601,82,octagon,CN4174F,FALSE,,8,spout,52,18,0,JPEG,3264,70,FALSE,metal,1,109,0,VESTA,unknown,FALSE,0,0,None,many,unknown,50,80,FALSE,FALSE,Cannaregio,Calle Rielo,CN4174,type D,6359,0,fountain,Medium,1840,26.8,Fountain - CN4174F_2014
bb04b485-2299-e568-0c34-b575f9a17b19,45.458831,12.409511,,576,96,Square,SE46F,TRUE,,8,lion spout,68,21,2.6,JPEG,3264,127,,metal,1,,,City of Venice,,,20,5,50,0,,10,0,,FALSE,S.Erasmo,Piazza,SE46,other,13125,,,high,2448,,Fountain - SE46F_2014
bc750f4b-4813-2e5f-faa6-241583fb61c7,45.458308,12.351468,,286.4788976,60,Circle,MU10F,TRUE,,8,spout,57,20,0,JPEG,3264,103,,metal,1,,,City of Venice,,,0,0,50,0,,0,5,,TRUE,Murano,Calle del Cimitero,MU10,Other,6766.478898,,,medium,2448,,Fountain - MU10F_2014
bd81c5a1-2550-1ebf-7a56-1d697ac6ed2b,45.43302633,12.35755021,New extended spout.,0,0,circle,CS254F,FALSE,,8,lion,74,11,0,JPEG,3264,96,FALSE,metal,1,98,0,City of Venice,S. Piero de Castelo,FALSE,0,0,low,some,29,20,15,FALSE,TRUE,Castello,Corte de Ca' Bianco,CS254,type F,unknown,0,fountain,low,2448,unknown,Fountain - CS254F_2014
bea23fb2-3eee-2fca-d61c-b52d623d160e,45.439692,12.330445,,0,0,Circle,SC2177F,FALSE,,8,spout,51,23,0,JPEG,3264,63,,metal,0,,,City of Venice,,,0,0,5,0,,40,5,,FALSE,Santa croce,campo s. Maria mater domini,SC2177,well_Pozzo,483,,,high,2448,,Fountain - SC2177F_2014
bfe40f27-618d-7cc1-7bc4-e88ac958d3c9,45.42450333,12.333445,Top missing and partially filled with concrete.,3234,238,square with rounded corners,DD172F,FALSE,surrounding pavement raised; flat metal cap,8,lion,80,8,2.7,JPEG,3264,123,FALSE,metal,1,51,0,City of Venice,Gesuati,TRUE,60,5,medium,some,24,15,5,TRUE,TRUE,Dorsoduro,Campiello de la Croce,DD172,type B,14054,0,fountain,low,2448,59.5,Fountain - DD172F_2014
c00fb60c-b5fe-d939-1e8f-7735bf2eda8f,45.43067352,12.35885953,,1025,120,octagon,CS787F,FALSE,,8,lion,76,7,5,JPEG,3264,118,FALSE,stone,1,101,0,City of Venice,unknown,FALSE,15,15,medium,some,34,0,35,TRUE,TRUE,Castello,Corte de le Case Nove,CS787,other,13200,0,fountain,low,2448,26.8,Fountain - CS787F_2014
c1057c1c-3122-8ac1-7272-7f28b2acf0e3,45.43406659,12.32362033,etched mermaid.,770,114,rectangle,DD3006F,FALSE,slightly below surrounding pavement,8,spout,72,18,3.1,JPEG,3264,105,FALSE,stone,1,10,0,City of Venice,unknown,FALSE,30,4,medium,some,0,0,1,TRUE,TRUE,Dorsoduro,Campo S. Margherita,DD3006,other,11525,0,fountain,high,2448,28.5,Fountain - DD3006F_2014
c3041580-72a7-f3ac-db72-ba0588853a53,45.43270286,12.31708632,faucet missing,1256,126,circle,DD3090F,FALSE,faucet missing,8,spout,0,0,0,JPEG,3264,154,FALSE,metal,1,36,0,VESTA,unknown,FALSE,0,1,medium,some,22,50,10,FALSE,FALSE,Dorsoduro,Campiello S. Lorenzo,DD3090,type C,12139,0,fountain,medium,2448,unknown,Fountain - DD3090F_2014
c4b12c53-f3c7-35b3-47fb-9ea0fc8d3e39,45.43743922,12.34788212,Lid missing; replaced with flowerpot/plant,484,88,square,CS2986F,FALSE,lid missing; replaced with flowerpot/plant,8,spout,56,12,0,JPEG,3264,87,FALSE,metal,1,83,0,VESTA,unknown,FALSE,0,0,Medium,some,2,15,1,TRUE,FALSE,Castello,Corte de la Borsa,CS2986,other,7656,0,fountain,Low,2448,22,Fountain - CS2986F_2014
c80daaf1-9097-99e9-ffe5-bcbd0d9cb4f5,45.44102472,12.34123229,,95,35,circle,CN6253F,FALSE,,8,spout,65,14,0,JPEG,3264,82,FALSE,metal,1,58,0,VESTA,unknown,FALSE,0,0,Low,some,27,50,5,FALSE,FALSE,Cannaregio,Corte del Paludo,CN6253,type F,4135,0,fountain,Low,1840,13,Fountain - CN6253F_2014
c8e4eb69-1462-cee0-29db-1704073c8a1d,45.42897609,12.3339586,,3234,238,square with rounded corners,DD258F,FALSE,top missing; drain broken (in basin),8,lion,76,11,0.15,JPEG,3264,124,TRUE,metal,1,1,99,VESTA,Gesuati,TRUE,5,0,low,none,13,1,5,TRUE,TRUE,Dorsoduro,Rio Ter_ ai Saloni,DD258,type B,14054,0,fountain,medium,2448,59.5,Fountain - DD258F_2014
c975b2f6-6120-acfc-5700-9197f0d1c7db,45.43254748,12.34984379,Broken spout,3312,2360,rectangle,CS2177F,FALSE,,8,spout,90,12,0,JPEG,3264,147,TRUE,metal,1,92,0,VESTA,S. Martin,TRUE,0,0,medium,some,36,10,30,FALSE,FALSE,Castello,Campo S. Biasio,CS2177,other,21756,0,fountain,high,2448,59,Fountain - CS2177F_2014
c9c9bf75-79c9-7f0a-73cd-f30903b9725b,45.4442662,12.33346407,Doggy dish,1256,126,circle,CN3577F,FALSE,,8,other,80,15,2.1,JPEG,3264,155,FALSE,metal,1,62,1,City of Venice,unknown,FALSE,5,10,medium,some,20,5,5,TRUE,TRUE,Cannaregio,Campiello Trevisan,CN3577,type C,12139,0,fountain,medium,2448,unknown,Fountain - CN3577F_2014
ca778a2a-11bf-0015-cbe8-0db599df1b97,45.43224763,12.32118947,Set approximately 6 cm below street level.,1256,126,circle,DD1615F,FALSE,might be concrete spilt on it; set approximately 6 cm below street level,8,spout,78,19,0,JPEG,3264,154,FALSE,metal,1,9,85,City of Venice,S. Trovaso,FALSE,0,0,low,none,26,1,3,TRUE,TRUE,Dorsoduro,Calle de l'Avogaria,DD1615,type C,12139,0,fountain,medium,2448,unknown,Fountain - DD1615F_2014
cc4084bf-7c43-db4f-f821-e0838e8d0c5a,45.432821,12.331548,,0,0,Circle,SM2759F,FALSE,,8,spout,47,20,2,JPEG,3264,57,,metal,0,,,City of Venice,,,0,0,0,0,,80,5,,FALSE,San marco,campo s. Maurizio,SM2759,well_Pozzo,400,,,High,2448,,Fountain - SM2759F_2014
ce79d8ab-1447-5c1e-ce78-a0e7860fe0b6,45.441675,12.339441,Drain filled with concrete. Top missing.,462.25,86,Square,CN5268F,TRUE,,8,lion,97,0,0,JPEG,3264,125,,metal,1,,,City of Venice,,,0,50,50,50,,80,40,,FALSE,Cannaregio,Corte Contarina,CN5268,Type B_Puglia,11212.25,,,low,1840,,Fountain - CN5268F_2014
d369991d-f29f-e471-514d-3bef3110855d,45.42965315,12.36021812,,681,88,octagon,CSF,FALSE,,8,lion,0,0,1.8,JPEG,3264,123,FALSE,stone,1,102,0,City of Venice,unknown,FALSE,60,5,medium,some,33,0,10,TRUE,TRUE,Castello,Viale IV Novembre,unknown,other,10824,10,fountain,medium,2448,26.8,Fountain - CSF_2014
d3feccb9-c7d0-f3b2-9974-eae329c1f78d,45.442079,12.32168,top filled with concrete.,1303.797294,128,Circle,CN102F,FALSE,,8,other,85,7.5,0,JPEG,3264,91,,metal,1,,,City of Venice,,,0,0,50,50,,60,15,,TRUE,Cannaregio,Calle priuli ai cavalleti,CN102,Other,13064.29729,,,medium,2448,,Fountain - CN102_2014
d53b0366-947e-4313-2d04-822c034ac99c,45.446609,12.330831,,1203.927567,123,Circle,CN3497F,TRUE,,8,lion,83,0,0,JPEG,3264,139,,metal,1,,,City of Venice,,,15,0,50,0,,10,3,,TRUE,Cannaregio,corte del cavallo,CN3497,Type B_Puglia,18300.92757,,,medium,2448,,Fountain - CN3497_2014
d59df26b-a6be-dc55-1865-5604146ef2ee,45.43810528,12.33748857,"Missing top, fountain filled with concrete, drain filled with dirt.",601,82,octagon,SM5509F,FALSE,top is missing,8,spout,60,12,0,JPEG,3264,75,FALSE,metal,1,49,0,VESTA,S. Salvador,FALSE,0,5,medium,many,23,75,20,FALSE,FALSE,San Marco,Corte del l'Orso,SM5509,type D,6359,0,fountain,low,1840,26.8,Fountain - SM5509F_2014
d61898a6-363a-52eb-f1e5-a535bd52f2af,45.43869054,12.33524037,"four heads and a surrounding tub, four heads; looks like a real fountain; faces all of the same design; side with ""Anno 1915"" has the highest flow rate.",53264,884,octagon,SP124F,FALSE,"four heads; looks like a real fountain; faces all of the same design; side with ""Anno 1915"" has the highest flow rate.",8,other,110,6,"Side facing clock: 0.55, going clockwise 0.97, 0, 0.5",JPEG,3264,177,TRUE,stone,1,17,0,City of Venice,S. Silvestro,FALSE,15,5,medium,Some,20,0,0,TRUE,TRUE,San Polo,Sotoportego del Banco Giro,SP124,other,91496,0,fountain,high,2448,26.8,Fountain - SP124F_2014
d846359c-ec88-e12f-dd44-e92b2f59ee64,45.44650887,12.32477213,There's a pot,601,82,octagon,CN3028F,FALSE,,8,spout,61,18,1.7,JPEG,3264,90,FALSE,metal,1,71,5,City of Venice,unknown,FALSE,5,0,medium,none,26,15,3,TRUE,TRUE,Cannaregio,Calle S. Girolamo,CN3028,type D,6359,0,fountain,medium,2448,26.78,Fountain - CN3028F_2014
db2b1eb0-8bec-afd9-0bbc-a32954d8b1b3,45.452285,12.350453,,616.2479397,88,Circle,MU34F,TRUE,,8,lion spout,96,0,1.4,JPEG,3264,142,,metal,1,,,City of Venice,,,30,5,50,0,,15,10,,TRUE,Murano,Fondamenta dei Vetrai,MU34,Type B_Puglia,13112.24794,,,high,2448,,Fountain - MU34F_2014
db63666c-c6c3-d5f7-b0d0-143d90db25ab,45.483849,12.418276,Drain filled,462.25,86,Square,BN52F,TRUE,,8,lion,97,0,0,JPEG,3264,125,,metal,1,,,City of Venice,,,0,0,50,50,,50,20,,TRUE,Burano,Rio Tera Pizzo,BN52,Type B_Puglia,11212.25,,,High,2448,,Fountain - BN52F_2014
db808f63-eaed-e748-5191-f1ef6522032b,45.442413,12.377216,Missing top,976.5625,125,Square,VL21F,FALSE,,8,lion spout,87,28,4.3,JPEG,3264,117,,metal,1,,,City of Venice,,,20,0,50,50,,20,5,,TRUE,Vignole,vicinanza ponte,VL21,other,16049.5625,,,medium,2448,,Fountain - VL21F_2014
dcafc0d5-563c-aad5-bd3f-ba11cd5e2594,45.43499889,12.34737879,Water drain underneath fountain.,3234,238,square with rounded corners,CS3550F,TRUE,,8,lion,80,8,8.2,JPEG,3264,147,TRUE,metal,1,80,3,City of Venice,S. Giovanni in Bragora,TRUE,30,0,medium,none,19,5,5,TRUE,TRUE,Castello,Salizada del Pignater,CS3550,type B,14054,0,fountain,high,2448,59.5,Fountain - CS3550F_2014
